MobyGames Name,Master_ID,,Game Title,MobyGames Game ID,MobyGames URL,Release year,Price,Price(n/a=0),moby score,Second_hand_Available_all,Second_hand_over100$,Available_New_distribution,New_distribution_only(no second hand),Category,カテゴリ名,count_dummy,Available?,Source of availability,Availability notes,Platform,Product code,Why omitted?,,
space-quest-v-the-next-mutation,805,Historical_games,Space Quest V: The Next Mutation,144,http://www.mobygames.com/game/space-quest-v-the-next-mutation,1993,,0,8.1,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,https://www.gog.com/en/game/space_quest_4_5_6,,,,,,
countdown-vampires,806,Historical_games,Countdown Vampires,35449,http://www.mobygames.com/game/countdown-vampires,1999,11.99,11.99472232,6.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
elder-scrolls-arena,807,Historical_games,The Elder Scrolls: Arena,803,http://www.mobygames.com/game/elder-scrolls-arena,1994,59.92,59.91716586,7.4,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://store.steampowered.com/app/1812290/The_Elder_Scrolls_Arena/,also on Gog.com,,,,,
reflux-issue02-the-threshold,808,Historical_games,"Reflux: Issue.02 - ""The Threshold""",59930,http://www.mobygames.com/game/reflux-issue02-the-threshold,1995,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
rome-total-war-alexander,809,Historical_games,Rome: Total War - Alexander,24046,http://www.mobygames.com/game/rome-total-war-alexander,2006,,0,7.5,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,https://store.steampowered.com/app/4770/Rome_Total_War__Alexander/,,,,,,
chicago-90,810,Historical_games,Chicago 90,1720,http://www.mobygames.com/game/chicago-90,1989,7.73,7.726012319,6.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
baseballapple22,811,Historical_games,Baseball,133934,http://www.mobygames.com/game/baseballapple22,1979,7.63,7.634287972,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
minefield___,812,Historical_games,Minefield,102214,http://www.mobygames.com/game/minefield___,1974,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
abraxas-adventure-1-assault-on-the-astral-rift,813,Historical_games,Abraxas Adventure #1: Assault on the Astral Rift,172819,http://www.mobygames.com/game/abraxas-adventure-1-assault-on-the-astral-rift,1984,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
to-preserve-protect-and-defend,814,Historical_games,"To Preserve, Protect and Defend",147319,http://www.mobygames.com/game/to-preserve-protect-and-defend,1987,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
warship,815,Historical_games,Warship,2377,http://www.mobygames.com/game/warship,1986,2,19.99590768,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
theme-hospital,816,Historical_games,Theme Hospital,674,http://www.mobygames.com/game/theme-hospital,1997,2.57,2.568281721,7.8,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.gog.com/en/game/theme_hospital,,,,,,
stage-fright,817,Historical_games,Stage Fright,156401,http://www.mobygames.com/game/stage-fright,1987,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
soccer___,818,Historical_games,Soccer,62557,http://www.mobygames.com/game/soccer___,1994,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
golf-grand-slam,819,Historical_games,Golf Grand Slam,33525,http://www.mobygames.com/game/golf-grand-slam,1991,9.99,9.990898122,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
jonny-quest-curse-of-the-mayan-warriors,820,Historical_games,Jonny Quest: Curse of the Mayan Warriors,2469,http://www.mobygames.com/game/jonny-quest-curse-of-the-mayan-warriors,1993,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
roll-away,821,Historical_games,Roll Away,9070,http://www.mobygames.com/game/roll-away,1998,9.96,9.955619527,7.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
inspector-gadget-mission-1-global-terror,822,Historical_games,Inspector Gadget: Mission 1 - Global Terror!,31539,http://www.mobygames.com/game/inspector-gadget-mission-1-global-terror,1992,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
wolfenstein-3d_,823,Historical_games,Wolfenstein 3D,40324,http://www.mobygames.com/game/wolfenstein-3d_,1994,7.57,7.570786501,7.4,1,0,0,0,1,A: 中古流通のみ,1,N,,"This is the SNES version. Substantially different than PC version, which is available on Steam. The removal of Nazi imagery drastically changes the game.",,,,,
republic-the-revolution,824,Historical_games,Republic: The Revolution,10168,http://www.mobygames.com/game/republic-the-revolution,2003,1.43,1.43231096,7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
star-lanes,825,Historical_games,Star Lanes,396,http://www.mobygames.com/game/star-lanes,1977,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
real-pool-2,826,Historical_games,Real Pool 2,9183,http://www.mobygames.com/game/real-pool-2,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
batnum,827,Historical_games,Batnum,99266,http://www.mobygames.com/game/batnum,1970,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
nightshade,828,Historical_games,Nightshade,20038,http://www.mobygames.com/game/nightshade,1992,7.99,7.994129642,7.1,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://store.steampowered.com/app/1028500/Nightshade/,Ported to Windows,,,,,
trivia-quest,829,Historical_games,Trivia Quest,53520,http://www.mobygames.com/game/trivia-quest,1984,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
world-class-baseball,830,Historical_games,World Class Baseball,56123,http://www.mobygames.com/game/world-class-baseball,1988,,0,6.7,0,0,0,0,0,F:入手困難,1,N,,,,,,,
addams-family,831,Historical_games,The Addams Family,4276,http://www.mobygames.com/game/addams-family,1992,1.91,1.912099853,7.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
crushed-baseball,832,Historical_games,Crushed Baseball,9874,http://www.mobygames.com/game/crushed-baseball,2004,5.99,5.990305442,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
f1-world-grand-prix-ii-for-game-boy-color,833,Historical_games,F1 World Grand Prix II for Game Boy Color,37939,http://www.mobygames.com/game/f1-world-grand-prix-ii-for-game-boy-color,2000,,0,7.1,0,0,0,0,0,F:入手困難,1,N,,,,,,,
christmas-nights-into-dreams,834,Historical_games,Christmas NiGHTS into Dreams...,12695,http://www.mobygames.com/game/christmas-nights-into-dreams,1996,8.93,8.932540271,8,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://store.steampowered.com/app/219950/NiGHTS_Into_Dreams/,Christmas content added to port on Steam,,,,,
jump-hole-gunner,835,Historical_games,Jump Hole Gunner,180453,http://www.mobygames.com/game/jump-hole-gunner,1979,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
lempereur,836,Historical_games,L'Empereur,1930,http://www.mobygames.com/game/lempereur,1990,,0,6.9,0,0,0,0,0,F:入手困難,1,N,,,,,,,
conkers-pocket-tales,837,Historical_games,Conker's Pocket Tales,15263,http://www.mobygames.com/game/conkers-pocket-tales,1999,,0,7.1,0,0,0,0,0,F:入手困難,1,N,,,,,,,
cocoto-kart-racer,838,Historical_games,Cocoto: Kart Racer,76602,http://www.mobygames.com/game/cocoto-kart-racer,2005,1.28,1.28414086,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rubies-of-eventide,839,Historical_games,Rubies of Eventide,36750,http://www.mobygames.com/game/rubies-of-eventide,2003,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
knockout,840,Historical_games,KNOCKOUT,65505,http://www.mobygames.com/game/knockout,1982,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
nightstone,841,Historical_games,NightStone,7057,http://www.mobygames.com/game/nightstone,2001,7.07,7.069830451,5.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
jungle_,842,Historical_games,Jungle,163288,http://www.mobygames.com/game/jungle_,1979,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
little-league-world-series-baseball-2009,843,Historical_games,Little League World Series Baseball 2009,88885,http://www.mobygames.com/game/little-league-world-series-baseball-2009,2009,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
adidas-power-soccer-98,844,Historical_games,adidas Power Soccer 98,39492,http://www.mobygames.com/game/adidas-power-soccer-98,1998,3,2.998680581,5.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
disneys-animated-storybook-the-lion-king,845,Historical_games,Disney's Animated Storybook: The Lion King,121090,http://www.mobygames.com/game/disneys-animated-storybook-the-lion-king,1994,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
titan_,846,Historical_games,Titan,137153,http://www.mobygames.com/game/titan_,1981,17,16.9972271,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
whales-and-dolphins,847,Historical_games,Whales and Dolphins,157488,http://www.mobygames.com/game/whales-and-dolphins,1984,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
othellocompucolorii,848,Historical_games,Othello,167160,http://www.mobygames.com/game/othellocompucolorii,1978,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
zeliard,849,Historical_games,Zeliard,189,http://www.mobygames.com/game/zeliard,1987,99.97,99.9724827,7.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
puerto-rico,850,Historical_games,Puerto Rico,43327,http://www.mobygames.com/game/puerto-rico,2005,1.4,1.397032365,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
seven-card-stud-poker,851,Historical_games,Seven Card Stud Poker,180908,http://www.mobygames.com/game/seven-card-stud-poker,1979,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
jan-pienkowski-haunted-house,852,Historical_games,Jan Pienkowski Haunted House,40935,http://www.mobygames.com/game/jan-pienkowski-haunted-house,1997,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
gauntlet-dark-legacy,853,Historical_games,Gauntlet: Dark Legacy,3982,http://www.mobygames.com/game/gauntlet-dark-legacy,2000,8.5,8.495085692,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
legacy-realm-of-terror,854,Historical_games,The Legacy: Realm of Terror,697,http://www.mobygames.com/game/legacy-realm-of-terror,1992,13.46,13.46231188,7.6,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://store.steampowered.com/app/1257890/The_Legacy_Realm_of_Terror/,Ported to Steam and Gog,,,,,
real-world-golf,855,Historical_games,Real World Golf,39329,http://www.mobygames.com/game/real-world-golf,2005,0.99,0.987800662,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
sas-secure-tomorrow,856,Historical_games,SAS: Secure Tomorrow,44302,http://www.mobygames.com/game/sas-secure-tomorrow,2008,8,8.001185361,6.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
dark-sun-wake-of-the-ravager,857,Historical_games,Dark Sun: Wake of the Ravager,3279,http://www.mobygames.com/game/dark-sun-wake-of-the-ravager,1994,12.83,12.83435288,7.1,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://store.steampowered.com/app/1904601/Dark_Sun_Wake_of_the_Ravager/,Ported to Steam; requires the base game Dungeons & Dragons: Dark Sun Series  to play,,,,,
bass-masters-classic-tournament-edition,858,Historical_games,Bass Masters Classic: Tournament Edition,60630,http://www.mobygames.com/game/bass-masters-classic-tournament-edition,1998,9.99,9.990898122,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rebel-force,859,Historical_games,Rebel Force,173680,http://www.mobygames.com/game/rebel-force,1983,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
cosmic-clones,860,Historical_games,Cosmic Clones,177731,http://www.mobygames.com/game/cosmic-clones,1983,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
madden-96_,861,Historical_games,Madden 96,66186,http://www.mobygames.com/game/madden-96_,1995,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
dragon-tales-dragon-adventures,862,Historical_games,Dragon Tales: Dragon Adventures,124549,http://www.mobygames.com/game/dragon-tales-dragon-adventures,2001,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
simam-2-digits,863,Historical_games,"SIMAM, 2 Digits",140171,http://www.mobygames.com/game/simam-2-digits,1978,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
casino,864,Historical_games,Casino!,15208,http://www.mobygames.com/game/casino,1997,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
roc-n-rope,865,Historical_games,Roc 'N Rope,10261,http://www.mobygames.com/game/roc-n-rope,1983,,0,5.6,0,0,0,0,0,F:入手困難,1,N,,,,,,,
wordmaster,866,Historical_games,Wordmaster,90536,http://www.mobygames.com/game/wordmaster,2008,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
backtrack,867,Historical_games,BackTrack,7543,http://www.mobygames.com/game/backtrack,1998,21.2,21.20243563,5.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
aquitania,868,Historical_games,Aquitania,52348,http://www.mobygames.com/game/aquitania,2007,2.22,2.21549577,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
crazy-eights___,869,Historical_games,Crazy Eights,111288,http://www.mobygames.com/game/crazy-eights___,1975,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
patolli,870,Historical_games,Patolli,24523,http://www.mobygames.com/game/patolli,1996,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
madden-nfl-2001,871,Historical_games,Madden NFL 2001,2999,http://www.mobygames.com/game/madden-nfl-2001,2000,3.79,3.78892111,7.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mangia,872,Historical_games,Mangia',26705,http://www.mobygames.com/game/mangia,1983,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
beyblade-vforce-ultimate-blader-jam,873,Historical_games,Beyblade VForce: Ultimate Blader Jam,43568,http://www.mobygames.com/game/beyblade-vforce-ultimate-blader-jam,2003,7.71,7.711900881,6.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
paper-airplane-chase,874,Historical_games,Paper Airplane Chase,45458,http://www.mobygames.com/game/paper-airplane-chase,2009,,0,6.1,0,0,0,0,0,F:入手困難,1,N,,,,,,,
space-dodge_,875,Historical_games,Space Dodge,167980,http://www.mobygames.com/game/space-dodge_,1980,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
titans-of-steel-warring-suns,876,Historical_games,Titans of Steel: Warring Suns,11831,http://www.mobygames.com/game/titans-of-steel-warring-suns,2003,8.35,8.353971311,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
master-mind-codemaker,877,Historical_games,"Master Mind ""Codemaker""",116194,http://www.mobygames.com/game/master-mind-codemaker,1977,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
nobunagas-ambition-lord-of-darkness,878,Historical_games,Nobunaga's Ambition: Lord of Darkness,12611,http://www.mobygames.com/game/nobunagas-ambition-lord-of-darkness,1990,,0,6.8,0,0,0,0,0,F:入手困難,1,N,,,,,,,
uncertainty-machine,879,Historical_games,The Uncertainty Machine,11707,http://www.mobygames.com/game/uncertainty-machine,2003,,0,6.9,0,0,0,0,0,F:入手困難,1,N,,,,,,,
law-of-the-west,880,Historical_games,Law of the West,11591,http://www.mobygames.com/game/law-of-the-west,1985,3,2.998680581,7.5,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://live.antstream.com/game-details/e1133bd3-aa45-49a9-8a1d-fb40831bc25c/info?id=e1133bd3-aa45-49a9-8a1d-fb40831bc25c&focusElement=playButton,,,,,,
steel-panthers-iii-brigade-command-1939-1999,881,Historical_games,Steel Panthers III: Brigade Command - 1939-1999,2775,http://www.mobygames.com/game/steel-panthers-iii-brigade-command-1939-1999,1997,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
puppy-palace,882,Historical_games,Puppy Palace,87380,http://www.mobygames.com/game/puppy-palace,2008,2.22,2.222551489,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
wumpus-ii,883,Historical_games,Wumpus II,46556,http://www.mobygames.com/game/wumpus-ii,1975,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
crack-of-doom,884,Historical_games,The Crack of Doom,9052,http://www.mobygames.com/game/crack-of-doom,1989,44.96,44.95904155,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
sea-strike,885,Historical_games,Sea Strike,30780,http://www.mobygames.com/game/sea-strike,1987,39.96,39.95653677,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
bomberman-gb,886,Historical_games,Bomberman GB,6176,http://www.mobygames.com/game/bomberman-gb,1995,3.5,3.49963663,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
sx-superstar,887,Historical_games,SX Superstar,9971,http://www.mobygames.com/game/sx-superstar,2003,2.3,2.300164398,5.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rage-of-mages,888,Historical_games,Rage of Mages,743,http://www.mobygames.com/game/rage-of-mages,1998,0.99,0.987800662,7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.gog.com/en/game/rage_of_mages,,,,,,
a-mars-moose-adventure-walkabout-2-the-shakespeare-festival,889,Historical_games,A Mars Moose Adventure: WalkAbout 2 - The Shakespeare Festival,150773,http://www.mobygames.com/game/a-mars-moose-adventure-walkabout-2-the-shakespeare-festival,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
star-wars-tie-fighter,890,Historical_games,Star Wars: TIE Fighter,240,http://www.mobygames.com/game/star-wars-tie-fighter,1994,4.99,4.988393342,8.2,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://store.steampowered.com/app/355250/STAR_WARS_TIE_Fighter_Special_Edition/,Special Edition version with added content,,,,,
fat-bobby,891,Historical_games,Fat Bobby,88962,http://www.mobygames.com/game/fat-bobby,1997,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
pythagoras-and-the-dragon,892,Historical_games,Pythagoras and the Dragon,180101,http://www.mobygames.com/game/pythagoras-and-the-dragon,1983,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
id4-mission-disk-2-alien-science-officer,893,Historical_games,ID4 Mission Disk 2: Alien Science Officer,32260,http://www.mobygames.com/game/id4-mission-disk-2-alien-science-officer,1996,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
graviton-ii,894,Historical_games,Graviton II,71392,http://www.mobygames.com/game/graviton-ii,1993,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
frog-jump,895,Historical_games,Frog Jump,144902,http://www.mobygames.com/game/frog-jump,1983,13,12.99663442,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
museum-madness,896,Historical_games,Museum Madness,6495,http://www.mobygames.com/game/museum-madness,1994,13.25,13.25064031,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
boot-hill,897,Historical_games,Boot Hill,70244,http://www.mobygames.com/game/boot-hill,1977,3.75,3.753642515,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
swords-and-sorcery_,898,Historical_games,Swords and Sorcery,135849,http://www.mobygames.com/game/swords-and-sorcery_,1978,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
t4,899,Historical_games,T4,72019,http://www.mobygames.com/game/t4,1995,7.95,7.951795328,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
turtleship,900,Historical_games,Turtleship,76230,http://www.mobygames.com/game/turtleship,1988,27.91,27.9053687,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
tinktonk-tonk-in-the-land-of-buddy-bots,901,Historical_games,Tink!Tonk!: Tonk in the Land of Buddy-Bots,144438,http://www.mobygames.com/game/tinktonk-tonk-in-the-land-of-buddy-bots,1983,17,16.9972271,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
star-trek-deep-space-nine-dominion-wars,902,Historical_games,Star Trek: Deep Space Nine - Dominion Wars,4285,http://www.mobygames.com/game/star-trek-deep-space-nine-dominion-wars,2001,,0,6.5,0,0,0,0,0,F:入手困難,1,N,,,,,,,
zoo-race,903,Historical_games,The Zoo Race,32212,http://www.mobygames.com/game/zoo-race,2007,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
tumblebugs,904,Historical_games,Tumblebugs,25378,http://www.mobygames.com/game/tumblebugs,2005,,0,,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,https://store.steampowered.com/app/1843880/Tumblebugs/,,,,,,
water-rescue,905,Historical_games,Water Rescue,163086,http://www.mobygames.com/game/water-rescue,1982,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
igpx-immortal-grand-prix,906,Historical_games,IGPX: Immortal Grand Prix,39561,http://www.mobygames.com/game/igpx-immortal-grand-prix,2006,14.99,14.9934029,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ultimate-stuntman,907,Historical_games,The Ultimate Stuntman,34571,http://www.mobygames.com/game/ultimate-stuntman,1990,9.99,9.990898122,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
kenosolkelly,908,Historical_games,Keno,167149,http://www.mobygames.com/game/kenosolkelly,1978,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
